CustomerID,customer_clusters,tsne_1,tsne_2,order_count,min_order,mean_order,max_order,total_spend,cat_0,cat_1,cat_2,cat_3,cat_4,first_purchase_days,last_purchase_days
12374.0,4,-34.78011,2.7852342,1,742.9300000000001,742.9300000000001,742.9300000000001,742.9300000000001,0.0,0.8722970478223877,0.0,0.0,0.12770295217761227,24,24
12375.0,4,-4.7517657,4.9792385,3,-2.08,151.80666666666667,230.3,455.42,0.0,1.0,0.0,0.0,0.0,97,2
12377.0,2,29.08667,-44.835106,2,626.6,814.06,1001.52,1628.12,0.0,0.9806216572358731,0.0,0.0,0.01937834276412681,354,314
12378.0,2,-29.54785,-11.506773,1,4008.62,4008.62,4008.62,4008.62,0.0,0.9091607585652918,0.0,0.010814195408893834,0.08002504602581438,129,129
12379.0,2,21.566427,-35.788906,3,-1.95,283.43,459.84,850.29,0.0,1.0,0.0,0.0,0.0,169,81
12380.0,0,55.1065,-14.637293,5,-4.25,544.1120000000001,1040.39,2720.5600000000004,0.0,0.9856409579296571,0.0,0.0,0.014359042070342798,185,21
12381.0,0,3.0836728,7.938973,6,-41.35,300.66,1268.74,1803.96,0.0,0.8924908961533631,0.0,0.0,0.10750910384663681,119,4
12383.0,2,35.58857,-31.887224,6,-11.25,306.5516666666667,651.16,1839.31,0.0,0.9510607119228843,0.0,0.039479135107060484,0.009460152970055214,351,184
12384.0,2,-7.324615,-5.6719117,3,-19.11,188.72,292.69,566.16,0.0,0.9630687413827064,0.0,0.0,0.036931258617293676,121,28
12386.0,3,-20.78286,18.357038,2,143.0,200.95,258.9,401.9,0.0,0.822343866633491,0.0,0.1776561333665091,0.0,366,337
12388.0,0,36.807446,8.948859,6,124.05000000000001,463.4433333333333,902.09,2780.66,0.0,0.7952500485496249,0.0,0.02697201383844123,0.17777793761193383,326,15
12390.0,2,-39.175682,-6.6858935,1,549.84,549.84,549.84,549.84,0.0,1.0,0.0,0.0,0.0,79,79
12391.0,4,34.4775,53.753113,1,460.89,460.89,460.89,460.89,0.013539022326368546,0.74876868667144,0.054242877910130397,0.0,0.18344941309206103,21,21
12393.0,2,44.45001,-22.69054,4,177.00000000000003,395.65,521.5,1582.6,0.0,0.9662580563629471,0.0,0.02123088588398837,0.012511057753064577,332,71
12394.0,2,28.050648,-40.43799,2,381.08,636.24,891.4,1272.48,0.0,1.0,0.0,0.0,0.0,216,63
12395.0,0,46.181896,2.778516,15,-14.850000000000001,199.88533333333334,346.68,2998.28,0.0,0.9757313280346169,0.0,0.0,0.024268671965383053,370,15
12397.0,2,32.48968,-41.797295,2,1195.09,1204.9499999999998,1214.81,2409.8999999999996,0.0,0.9799539482595151,0.0,0.0,0.020046051740484898,134,35
12398.0,2,-30.729435,-7.177511,1,1635.6599999999999,1635.6599999999999,1635.6599999999999,1635.6599999999999,0.0,0.9926862906259142,0.0,0.007313709374085786,0.0,45,45
12399.0,2,41.002144,-32.82996,4,130.08,277.1625,480.90000000000003,1108.65,0.009635756784211288,0.938354375272094,0.0,0.0,0.052009867943694665,261,118
12401.0,3,-61.595486,-34.373055,1,84.3,84.3,84.3,84.3,0.0,1.0,0.0,0.0,0.0,302,302
12402.0,3,-48.42035,-42.13487,1,225.6,225.6,225.6,225.6,0.0,1.0,0.0,0.0,0.0,322,322
12403.0,4,-20.391615,-6.417206,2,-18.0,204.85,427.7,409.7,0.0,1.0,0.0,0.0,0.0,49,49
12405.0,2,-22.839783,-33.963,1,1710.39,1710.39,1710.39,1710.39,0.0,0.9155272980962176,0.0,0.0,0.0844727019037824,148,148
12406.0,2,59.34313,-13.0892725,3,-134.55,1093.5833333333333,1794.05,3280.75,0.0,0.9340760496837612,0.0,0.0,0.06592395031623866,183,21
12407.0,2,41.84497,-31.930466,5,192.34,341.62399999999997,719.06,1708.12,0.013137640002123254,0.9785020436328893,0.0,0.0,0.008360316364987528,263,49
12408.0,0,49.94958,-7.4752483,9,-15.0,315.8411111111111,762.89,2842.57,0.0,0.9960580776558703,0.0,0.003941922344129821,0.0,259,32
12409.0,0,63.05095,-14.352613,7,-4.95,1579.5614285714287,6207.08,11056.93,0.0,0.957944926846783,0.0,0.0,0.04205507315321703,182,78
12410.0,2,14.867072,-41.131786,3,-12.25,227.02666666666664,625.3299999999999,681.0799999999999,0.0,0.9666078145390342,0.0,0.0,0.03339218546096568,308,300
12412.0,2,26.245089,-27.121508,3,336.14,408.96000000000004,514.5,1226.88,0.0,0.9149517009659807,0.0,0.0,0.08504829903401932,168,74
12413.0,2,9.31778,-33.649727,5,-54.0,138.82999999999998,479.25,694.15,0.0,0.9738223766915625,0.0,0.0,0.026177623308437478,336,66
12414.0,2,12.523424,-40.80142,3,153.76,187.47,242.8,562.41,0.0,1.0,0.0,0.0,0.0,309,216
12415.0,0,67.34789,9.783784,26,-425.0,4758.671153846154,22775.93,123725.45,0.0,0.9713945967176159,0.0,0.011805738324520792,0.01679966495786334,337,23
12417.0,0,51.083897,18.859442,12,-31.949999999999996,298.23333333333335,562.69,3578.8,0.0,0.9594872932378476,0.0,0.018394701818873184,0.02211800494327904,357,2
12418.0,2,-26.660772,-30.75794,1,668.58,668.58,668.58,668.58,0.0,0.9702354243321667,0.0,0.029764575667833314,0.0,112,112
12420.0,4,-38.657433,10.33913,1,600.39,600.39,600.39,600.39,0.0,0.7751128433185097,0.0,0.0,0.22488715668149034,63,63
12421.0,0,29.219625,5.0760484,5,-0.77,161.254,239.35,806.27,0.019904857285928893,0.8079619429143715,0.0,0.0,0.17213319979969952,318,15
12422.0,2,23.355751,-29.748285,3,147.7,267.8533333333333,417.36,803.56,0.0,0.8753584176955937,0.0,0.0,0.12464158230440633,324,95
12423.0,0,40.370262,23.629004,9,-10.2,205.45666666666668,347.35,1849.1100000000001,0.0,0.9034425008158314,0.0,0.008373817044412016,0.08818368213975655,353,0
12424.0,2,29.74868,-42.40614,2,294.64000000000004,880.4800000000001,1466.3200000000002,1760.9600000000003,0.0,0.936670906778121,0.0,0.0,0.06332909322187898,162,162
12425.0,2,-35.00421,-7.0272694,1,777.2,777.2,777.2,777.2,0.0,0.9563046834791559,0.0,0.024395265054040143,0.01930005146680391,77,77
12426.0,2,-28.982948,-34.413177,1,582.73,582.73,582.73,582.73,0.0,0.9800285865330018,0.0,0.0,0.019971413466998215,194,194
12427.0,0,25.03836,-3.058493,5,-60.48,141.674,303.5,708.37,0.0,1.0,0.0,0.0,0.0,371,11
12428.0,0,59.196587,0.5134664,12,-62.11,656.4333333333333,2474.62,7877.2,0.0,0.9271787621740496,0.0,0.03770028275212064,0.03512095507382972,283,25
12429.0,0,59.052612,-9.666418,4,437.98,937.6,1281.5,3750.4,0.0,0.9509503010270335,0.0,0.008853736276708771,0.040195962696257824,365,8
12430.0,4,-54.296722,4.595026,1,256.4,256.4,256.4,256.4,0.0,0.9012939001848429,0.0,0.0,0.09870609981515713,42,42
12431.0,0,54.368828,2.6685557,18,-38.160000000000004,356.4661111111111,640.1,6416.39,0.012073410136277427,0.9260860127483803,0.0,0.018632979422916345,0.04320759769242591,373,35
12432.0,2,59.610195,-15.7018795,5,64.6,1011.8639999999999,2862.06,5059.32,0.0057256636356128945,0.9461705036565337,0.0,0.022641145866786564,0.025462686841066957,171,42
12433.0,0,64.25739,7.5559955,7,19.799999999999997,1910.8385714285716,2843.29,13375.87,0.0045619462509728335,0.9268668131493502,0.0,0.0,0.06857124059967688,372,0
12434.0,2,13.038538,-34.91498,4,-27.75,191.29749999999999,519.89,765.1899999999999,0.0,1.0,0.0,0.0,0.0,360,84
12435.0,2,64.990074,-13.218521,2,3850.9,3914.945,3978.9900000000002,7829.89,0.0,0.9569342608899998,0.0,0.04306573911000027,0.0,267,79
12436.0,2,-39.66924,-7.655822,1,509.01,509.01,509.01,509.01,0.0,1.0,0.0,0.0,0.0,99,99
12437.0,0,46.922184,26.937181,19,-54.75,257.718947368421,736.55,4896.66,0.0,0.8605605714988185,0.0,0.0685347830244089,0.07090464547677261,330,1
12438.0,2,59.57609,-11.933984,2,890.0699999999999,1453.425,2016.78,2906.85,0.0,0.9929464701947828,0.0,0.0,0.00705352980521718,139,13
12441.0,3,-51.72768,-42.94754,1,173.55,173.55,173.55,173.55,0.0,1.0,0.0,0.0,0.0,366,366
12442.0,4,-67.16106,6.6230717,1,172.06,172.06,172.06,172.06,0.0,1.0,0.0,0.0,0.0,2,2
12444.0,0,59.652527,-13.91928,5,562.54,1001.092,1870.2,5005.46,0.0,0.9498024702236713,0.0,0.0036715571808315344,0.0465259725954972,170,20
12445.0,4,-53.30338,13.637025,1,133.4,133.4,133.4,133.4,0.0,0.7751937984496123,0.0,0.0,0.22480620155038755,21,21
12446.0,2,-33.830547,-5.047242,1,1002.3100000000001,1002.3100000000001,1002.3100000000001,1002.3100000000001,0.0,0.8680547934271832,0.0,0.04230228172920553,0.08964292484361126,57,57
12447.0,2,-31.49951,-37.986244,1,476.49,476.49,476.49,476.49,0.0,1.0,0.0,0.0,0.0,242,242
12448.0,4,-38.98325,-2.403435,1,449.45,449.45,449.45,449.45,0.0,1.0,0.0,0.0,0.0,43,43
12449.0,2,59.432297,-13.66199,4,777.95,1016.8225,1342.71,4067.29,0.0,0.9868197503538368,0.0,0.0041709650778997244,0.009009284568263404,186,21
12450.0,3,-1.056175,-48.191704,2,96.0,98.94,101.88,197.88,0.0,1.0,0.0,0.0,0.0,172,155
12451.0,0,61.570118,-10.68021,6,-102.0,1488.92,2919.5099999999998,8933.52,0.0,0.987208664285907,0.0,0.0,0.012791335714092956,324,10
12452.0,4,-63.26827,12.13588,3,-2.0,142.85666666666665,350.57,428.57,0.0,1.0,0.0,0.0,0.0,16,16
12453.0,2,-28.25877,-28.759972,1,707.09,707.09,707.09,707.09,0.0,0.8826882009362316,0.0,0.0,0.1173117990637684,133,133
12454.0,3,-71.39635,-22.028105,2,-3528.3399999999997,2.2737367544323206e-13,3528.34,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,55,52
12455.0,1,2.3743694,42.44431,6,15.0,411.1433333333334,1683.9,2466.86,0.0,0.44624892087560797,0.0,0.0,0.553751079124392,296,72
12456.0,2,56.182743,-17.686003,4,-27.15,788.4725,1325.23,3153.89,0.007799866086636464,0.9222832620042367,0.0,0.0,0.06991687190912686,254,43
12457.0,0,39.92467,-2.6318228,12,-196.35,159.815,743.28,1917.78,0.0,1.0,0.0,0.0,0.0,238,57
12458.0,2,28.761938,-28.37464,2,441.92,473.70000000000005,505.48,947.4000000000001,0.0,0.8980441960883923,0.0,0.0,0.10195580391160783,284,70
12461.0,2,24.875631,-40.85802,2,200.0,413.44,626.88,826.88,0.0,1.0,0.0,0.0,0.0,154,93
12462.0,0,28.23396,27.531538,4,-44.78,281.0025,762.11,1124.01,0.0,0.6363000424307061,0.0,0.0,0.3636999575692939,302,1
12463.0,0,36.15855,-7.0006976,7,-29.749999999999996,186.23285714285717,358.99,1303.63,0.0,0.9237922840009266,0.0,0.0,0.07620771599907347,241,45
12464.0,0,27.172667,-1.7451271,8,34.0,151.50625,281.9,1212.05,0.0,1.0,0.0,0.0,0.0,308,9
12465.0,2,18.762957,-6.7625704,3,-8.3,244.63,440.94,733.89,0.0,0.8838089302408405,0.0,0.0,0.11619106975915951,168,7
12468.0,2,16.353354,-41.14842,3,-5.5,241.3466666666667,508.95000000000005,724.0400000000001,0.0,1.0,0.0,0.0,0.0,315,142
12471.0,0,61.524483,15.915293,49,-300.65,382.46775510204077,2238.5099999999998,18740.92,0.0,0.9766457687915828,0.0,0.0,0.023354231208417182,372,1
12472.0,0,57.58823,0.049413938,13,-122.3,479.19076923076926,1631.3,6229.4800000000005,0.0,0.9672935718926624,0.0,0.011466287542703842,0.021240140564633882,372,30
12473.0,0,32.75548,2.9411628,9,-973.4000000000001,316.47,1697.98,2848.23,0.00887403796116239,0.9140024337088237,0.0,0.0038931515746722127,0.07323037675534184,191,28
12474.0,0,53.884735,7.888928,30,-51.0,237.21566666666666,806.47,7116.47,0.0,0.9569827656645294,0.0,0.02721819417957688,0.015799040155893732,368,16
12475.0,4,-35.4248,-6.018674,1,723.38,723.38,723.38,723.38,0.0,0.9775912038005319,0.0,0.022408796199468166,0.0,53,53
12476.0,0,56.623455,17.47934,20,-98.75,327.329,1750.46,6546.58,0.0,0.9428221682911143,0.0,0.014373074558769709,0.042804757150116016,360,0
12477.0,0,64.09707,-8.524428,9,-93.17999999999999,1457.4455555555555,4257.0599999999995,13117.01,0.0,0.8746467373280954,0.0,0.02496376841978469,0.10038949425211995,311,22
12478.0,4,-67.35608,10.121146,1,680.99,680.99,680.99,680.99,0.0,1.0,0.0,0.0,0.0,3,3
12479.0,4,-62.464973,11.958009,3,-35.0,159.10000000000002,527.2,477.30000000000007,0.0,1.0,0.0,0.0,0.0,10,3
12480.0,2,57.2389,-13.6906,4,557.6800000000001,820.4075,1136.6799999999998,3281.63,0.0,0.9623132556842007,0.0,0.01325533765590183,0.02443140665989749,335,27
12481.0,0,57.515083,-0.2135195,11,-5.46,508.26000000000005,1307.76,5590.860000000001,0.0,0.9546308371519843,0.0,0.01846512165843114,0.02690404118958455,365,22
12483.0,0,45.60803,2.8488836,13,-80.0,179.01000000000002,547.56,2327.13,0.0,0.9775776374303973,0.0,0.0,0.022422362569602748,338,16
12484.0,0,50.260983,-11.768163,8,-36.5,561.90875,1246.49,4495.27,0.0,0.866971056517722,0.0,0.042817619463205774,0.09021132401907214,335,32
12488.0,4,-9.694833,1.2529358,3,214.06,432.8866666666667,553.39,1298.66,0.0,1.0,0.0,0.0,0.0,75,9
12489.0,2,-22.915085,-20.43151,1,334.93,334.93,334.93,334.93,0.0,0.8932860535911418,0.0,0.10671394640885827,0.0,335,335
12490.0,0,57.668854,-4.7299004,10,331.5,541.793,1035.82,5417.93,0.0,0.9785182091100079,0.0,0.0,0.021481790889992247,329,4
12491.0,4,-38.569805,-0.6902938,1,460.40000000000003,460.40000000000003,460.40000000000003,460.40000000000003,0.0,0.965009425070688,0.0,0.0,0.03499057492931197,38,38
12492.0,3,-10.311893,-15.255291,2,126.39000000000001,131.60500000000002,136.82,263.21000000000004,0.0,1.0,0.0,0.0,0.0,104,62
12493.0,3,9.636643,-39.85304,3,-16.95,138.93,232.5,416.79,0.0,1.0,0.0,0.0,0.0,196,165
12494.0,0,26.85533,1.1771502,13,-57.8,87.6423076923077,403.09000000000003,1139.3500000000001,0.0,0.9782990907720902,0.0,0.0,0.021700909227909782,365,9
12497.0,2,-33.392937,-8.433823,1,1043.1,1043.1,1043.1,1043.1,0.0,1.0,0.0,0.0,0.0,81,81
12498.0,4,-7.6563067,12.635041,3,30.450000000000003,134.56666666666666,247.25,403.7,0.0,0.7713754646840147,0.0,0.0,0.22862453531598514,57,20
12500.0,0,45.357597,11.851086,13,-29.9,323.5592307692308,1096.65,4206.27,0.0,0.7695658761086565,0.0,0.024588514928208984,0.2058456089631346,333,22
12501.0,2,29.754705,-44.808643,2,-79.71000000000001,1044.84,2169.39,2089.68,0.0,0.9543964063977632,0.0,0.0,0.045603593602236744,336,314
12502.0,2,54.075184,-19.796057,5,522.6,744.774,1092.35,3723.87,0.0,0.9494303824932323,0.0,0.0,0.05056961750676765,309,95
12504.0,4,-63.906864,-8.159804,4,-335.4,28.5,449.4,114.0,0.0,1.0,0.0,0.0,0.0,29,17
12506.0,3,-23.286327,14.463345,1,73.5,73.5,73.5,73.5,0.0,0.8013605442176871,0.0,0.1619047619047619,0.036734693877551024,232,232
12507.0,2,10.041883,-7.2407274,4,-46.75,314.515,811.9,1258.06,0.0,0.7324612846152317,0.0,0.0,0.2675387153847683,298,133
12508.0,4,-50.23001,16.853651,2,123.08,199.135,275.19,398.27,0.0,0.7080623697491651,0.0,0.0,0.29193763025083486,28,25
12509.0,3,-51.14972,-40.167202,1,176.5,176.5,176.5,176.5,0.0,1.0,0.0,0.0,0.0,283,283
12510.0,2,25.029322,-43.597656,2,301.52,491.28499999999997,681.05,982.5699999999999,0.0,1.0,0.0,0.0,0.0,324,142
12512.0,3,-29.561243,11.445205,2,15.7,69.015,122.33,138.03,0.0,0.7281750344128088,0.0,0.05759617474462073,0.21422879084257043,65,65
12513.0,2,-19.812347,-16.796818,2,-25.5,293.395,612.29,586.79,0.0,0.900054430451022,0.0,0.07179188798588562,0.028153681563092402,112,84
12514.0,2,-24.79707,-35.568756,1,1017.68,1017.68,1017.68,1017.68,0.0,0.9902719911956608,0.0,0.00972800880433928,0.0,266,266
12515.0,2,-23.116756,-20.832544,1,383.7,383.7,383.7,383.7,0.0,0.9085037674919269,0.0,0.0914962325080732,0.0,352,352
12516.0,2,28.109348,-41.049603,2,583.2,656.03,728.86,1312.06,0.0,1.0,0.0,0.0,0.0,180,77
12517.0,0,36.880363,-0.7921918,6,-37.949999999999996,410.815,771.75,2464.89,0.0,0.9083106845406125,0.0,0.0,0.09168931545938754,189,27
12518.0,0,0.03606472,3.9828224,5,324.83,411.378,524.9,2056.89,0.0,0.9755009805039953,0.0,0.010809988646795842,0.013689030849208807,109,0
12519.0,4,-42.59738,4.1409717,1,340.84,340.84,340.84,340.84,0.0,0.8245014642309302,0.0,0.0,0.17549853576906987,63,63
12520.0,2,50.94397,-19.028347,6,-51.75,430.41833333333335,987.42,2582.51,0.0,0.9837873881569487,0.0,0.0,0.016212611843051457,273,78
12521.0,2,-29.074335,-28.539272,1,599.68,599.68,599.68,599.68,0.0,0.8439744905439085,0.0,0.0,0.15602550945609148,142,142
12522.0,1,-46.02633,25.605213,2,89.4,96.36,103.32,192.72,0.0,0.5622128637059725,0.0,0.0,0.4377871362940275,50,38
12523.0,0,42.43106,18.946308,13,-25.0,134.27461538461537,262.42,1745.57,0.0,0.8964948627964991,0.0,0.011959627197883507,0.0915455100056174,331,1
12524.0,0,57.50952,-5.708365,8,289.1,560.7149999999999,1094.33,4485.719999999999,0.0,0.9898117453848728,0.0,0.0,0.010188254615127278,333,8
12526.0,0,-0.47960973,3.8887684,3,277.08,438.8866666666666,520.3,1316.6599999999999,0.0,0.984906110893183,0.0,0.0,0.015093889106816982,93,0
12527.0,1,-10.668962,34.738052,3,63.790000000000006,116.23666666666668,152.4,348.71000000000004,0.0,0.6190015421366151,0.0,0.0,0.3809984578633848,325,81
12528.0,0,39.614086,4.6292014,8,-6.2,240.285,493.53000000000003,1922.28,0.0,0.9110311574515995,0.0,0.0,0.08896884254840051,312,8
12530.0,2,46.839275,-20.106558,5,-38.650000000000006,324.726,440.63,1623.63,0.0,0.9875207815931528,0.0,0.0,0.01247921840684715,336,59
12531.0,4,-61.568832,2.4306984,1,125.22,125.22,125.22,125.22,0.0,0.9452962785497525,0.0,0.0,0.054703721450247565,14,14
12532.0,4,-47.04545,15.95065,1,349.83000000000004,349.83000000000004,349.83000000000004,349.83000000000004,0.0,0.7178090048752509,0.0,0.0,0.28219099512474904,29,29
12534.0,2,-19.672953,-29.180836,1,1089.18,1089.18,1089.18,1089.18,0.0,0.7770032002282965,0.0,0.0526916569844473,0.17030514278725614,130,130
12535.0,2,19.245642,-27.744938,2,344.9,358.17499999999995,371.45,716.3499999999999,0.0,0.8886019403922664,0.0,0.0,0.11139805960773368,186,91
12536.0,0,3.5916955,3.8040576,5,-8322.12,821.3639999999998,4279.71,4106.819999999999,0.0,0.9437423818310584,0.0,0.0,0.056257618168941474,58,7
12538.0,4,-37.31199,-0.34379,1,363.95,363.95,363.95,363.95,0.0,1.0,0.0,0.0,0.0,28,28
12539.0,0,57.3941,-12.753568,5,-1715.85,770.5,1715.85,3852.5,0.0,0.9788483123366887,0.0044896603123007715,0.0021370783086551676,0.014524949042355456,333,21
12540.0,0,60.32496,2.3273528,19,-65.69999999999999,700.4757894736841,1380.11,13309.039999999999,0.0,0.8951409343165313,0.0,0.0013317039543773892,0.1035273617290914,361,19
12541.0,2,23.821224,-13.435108,3,223.74,327.06,445.03999999999996,981.18,0.0,0.9393708837585297,0.0,0.0,0.06062911624147032,280,29
12544.0,4,-21.147816,-5.710047,2,-17.0,177.85,372.7,355.7,0.0,1.0,0.0,0.0,0.0,35,29
12545.0,2,28.700274,-28.577175,2,372.24,500.195,628.15,1000.39,0.0,0.9052127007772799,0.0,0.0,0.09478729922272011,259,74
12546.0,2,-12.001967,-4.861842,3,-20.0,380.5,760.2,1141.5,0.0,0.9318821767348976,0.0,0.0,0.06811782326510234,77,46
12547.0,3,-14.673559,32.7141,2,48.4,103.9,159.4,207.8,0.0,0.7312252964426877,0.0,0.0,0.2687747035573122,280,197
12548.0,3,-44.194138,-18.154552,1,95.19999999999999,95.19999999999999,95.19999999999999,95.19999999999999,0.0,0.7410714285714286,0.0,0.0,0.25892857142857145,165,165
12550.0,2,-33.92261,-7.941908,1,964.83,964.83,964.83,964.83,0.0,0.9668416522192451,0.0,0.012063091788610985,0.021095255992143833,78,78
12551.0,3,-51.97371,-42.588303,1,168.0,168.0,168.0,168.0,0.0,1.0,0.0,0.0,0.0,357,357
12552.0,4,-21.09912,-3.8417532,2,120.0,218.91,317.82,437.82,0.0,0.9285759234786987,0.0,0.0,0.07142407652130137,39,38
12553.0,0,48.419525,4.5366917,14,-19.799999999999997,260.875,700.31,3652.25,0.0,0.9798409634833629,0.0,0.0,0.02015903651663707,329,7
12556.0,2,6.7292542,-14.458249,2,290.81,301.855,312.9,603.71,0.0,0.7404548541518278,0.0,0.00985572543108446,0.24968942041708767,150,49
12557.0,0,61.934166,-11.4913845,5,620.0,2398.192,4146.34,11990.960000000001,0.0,1.0,0.0,0.0,0.0,371,15
12558.0,3,-68.83265,-22.648497,2,-269.96,0.0,269.96,0.0,0.0,1.0,0.0,0.0,0.0,7,1
12559.0,2,12.405491,-41.13481,3,-25.5,178.73666666666668,486.11,536.21,0.0,1.0,0.0,0.0,0.0,319,310
12560.0,0,1.6530429,1.4759661,4,-32.620000000000005,525.3475,1292.31,2101.39,0.0,0.9842472910114087,0.0,0.0,0.01575270898859122,142,4
12561.0,3,-47.761845,-41.675247,1,238.85,238.85,238.85,238.85,0.0,1.0,0.0,0.0,0.0,302,302
12562.0,0,56.807663,-7.7382317,7,388.64,540.2485714285714,654.37,3781.74,0.0,0.9911393078027255,0.0,0.0,0.00886069219727445,198,7
12564.0,2,-31.937988,-38.41973,1,456.9,456.9,456.9,456.9,0.0,1.0,0.0,0.0,0.0,260,260
12565.0,3,3.1412804,66.75926,2,-14.75,65.585,145.92,131.17,0.08370816497674774,0.9162918350232523,0.0,0.0,0.0,288,281
12566.0,3,-10.717135,-11.458998,2,-4.95,173.35,351.65,346.7,0.0,0.9360437307823709,0.0,0.0,0.06395626921762895,85,72
12567.0,0,59.980087,-0.12854147,11,-286.34000000000003,828.6309090909091,1650.1,9114.94,0.0,0.9314809430321497,0.0,0.019500320800101886,0.04901873616774841,369,22
12569.0,0,58.066235,21.755089,35,-23.700000000000003,116.14257142857143,348.68,4064.9900000000002,0.012655841022182876,0.8677592449959892,0.0,0.0,0.11958491398182801,251,1
12571.0,2,-11.98751,-9.320275,2,248.35,259.805,271.26,519.61,0.0,0.9808317776794134,0.0,0.0,0.01916822232058659,121,39
12572.0,4,-9.143105,1.2933905,3,-15.7,334.9066666666667,532.74,1004.72,0.0,0.9582589883129629,0.0,0.0,0.041741011687037206,51,8
12573.0,3,-41.2972,-20.705555,1,160.54000000000002,160.54000000000002,160.54000000000002,160.54000000000002,0.0,0.7988040363772269,0.0,0.01588389186495577,0.18531207175781733,226,226
12574.0,3,-39.8933,-28.208092,1,218.45,218.45,218.45,218.45,0.0,0.8914771170183612,0.0,0.0,0.1085228829816388,315,315
12576.0,0,15.751925,18.289555,6,-8.850000000000001,217.83,379.28,1306.98,0.0,0.7624141149826318,0.0,0.028653843211066735,0.20893204180630154,304,35
12577.0,4,36.251663,54.95432,4,-62.400000000000006,148.85,327.89,595.4,0.007033561585932877,0.7241017837517963,0.084537999830924,0.0,0.18432665483134666,358,34
12578.0,0,50.460976,-12.334931,4,-33.5,688.34,1608.66,2753.36,0.0,0.8755717044415082,0.0,0.06199817054578717,0.06243012501270455,338,20
12579.0,3,-10.482898,-12.120207,3,-18.0,136.90666666666667,440.42,410.72,0.0,0.952764730999146,0.0,0.0,0.04723526900085398,77,72
